UID,Company Name,Basisnaam,Salesnav,tRIfINACN,Textkernal ,Bizzy,Company Website,Company Domain,Domein,Company Industry,Company Specialities,Company Employee Count,Company Employee Range,Company Location,Company Linkedin URL,Company Type,Company Year Founded,Company Profile Picture,Company Description,In List?
SN55,Indaver,indaver,Salesnav,,#N/A,#N/A,https://www.indaver.com,www.indaver.com,indaver,Environmental Services,"Total Waste Management, Public waste PartnershipS, Sustainable material and energy management, circular economy",866,1001 to 5000,"Mechelen, Flemish Region, Belgium",https://www.linkedin.com/company/26125,Privately Held,1987,https://media.licdn.com/dms/image/v2/C4D0BAQHZpamRrsxOJg/company-logo_400_400/company-logo_400_400/0/1631309220196?e=1733961600&v=beta&t=4xkJNy8VQyNrFrCHJLtvAVEHiwTkcU5pMpgveUJ_Qo4,"Indaver is a European player in the waste industry with plants and operations in Belgium, the Netherlands, France, Germany, Portugal, Italy, Ireland and the United Kingdom. 
Indaver manages and treats industrial and household waste in specialist facilities for the industry, waste collectors and governments. 
Indaver recovers valuable materials and energy from these treated waste streams. By doing so, Indaver is creating value from waste and helping to close the materials loop in a safe, low carbon and energy-efficient manner, which makes Indaver the ideal partner in the pursuit of a sustainable circular economy.  
The Indaver Group manages 5.3 million tonnes of hazardous and non-hazardous waste each year.
The knowledge, experience and commitment of our employees make Indaver a company that has sustainable development of the business and innovation as its trademark. Therefore we invest continuously in developing our 2000+ employees and leaders and encourage knowledge sharing.",Yes
SN56,Io,io,Salesnav,TriFinance,#N/A,#N/A,https://www.iodigital.com,www.iodigital.com,iodigital,"Technology, Information and Internet",?,5026,1001 to 5000,"Herentals, Flemish Region, Belgium",https://www.linkedin.com/company/22444176,Privately Held,?,https://media.licdn.com/dms/image/v2/D4E0BAQFuq8Kn2PL_Zg/company-logo_400_400/company-logo_400_400/0/1712042571882/iodigital_com_logo?e=1733961600&v=beta&t=3LXxTFQDvCd--qjtlVeOBj6tY8kiWyhtuzR0BLRtC5o,"iO is a blended agency, tearing down the walls between the agency, technology and consulting worlds. This demands a new breed of partnership. 

On our campuses, we blend the right expertise in strategy, creativity, content, marketing, technology and data. That’s how we unlock the power of collaborative intelligence. Which leads to surprisingly relevant outcomes, to total brand experiences of another kind.

2000+ dedicated experts 
12 campuses, 9 campuses in Benelux
operating in 5 countries
20+ industries 
100+ core services

With our belief that ""experience is everything,"" we help our clients provide their target audience with rich and relevant brand experiences. Our track record includes helping strong brands such as Audi, Brussels Aiport, Efteling, Eneco, Fiberklaar, and Worldline grow.

Established in 2005, iO operates locally and internationally, serving companies, organisations, and governments from our campuses in Belgium, the Netherlands, Sweden, Denmark, and Bulgaria.",Yes
SN57,Iss Facility Services Belgium & Luxembourg,issfacilityservices&luxembourg,Salesnav,,16,#N/A,http://www.be.issworld.com,be.issworld.com,issworld,Facilities Services,"Facility Management, Cleaning, Catering, Reception&Support Services, Property Services, Workplace Experience, Event services, Food services",647,5001 to 10000,Belgium,https://www.linkedin.com/company/3502157,Public Company,1901,https://media.licdn.com/dms/image/v2/C4E0BAQG5DVCGFxRmTw/company-logo_400_400/company-logo_400_400/0/1630634007863/iss_facility_services_belgium__luxembourg_logo?e=1733961600&v=beta&t=1fOLxSLYG4Q-PUadg8nOAqKvciOJwgBPPK2z1WGoAFA,"ISS International

ISS was founded in Denmark and has been in existence for 116 years. Today we have become one of the world’s leading facility services companies, with half a million employees in 77 countries. We provide services in Catering, Cleaning, Support Services, Technical Services, Security and Facility Management. ISS is a pioneer in the field of Integrated Facility Services (IFS), in which we offer multiple services in a single solution, with a single point of contact and central control.


ISS in Belgium and Luxembourg

In Belgium and Luxembourg we employ close to 10,000 people. The vast majority of these work for our clients every day, as kitchen staff, cleaners, receptionists, technical and logistics staff or facility managers. They are led and supported by 500 specialists in management, administration, support and sales. Our main office is in Vilvoorde. We also have 5 regional offices, from which we support our clients and personnel.


People

At ISS it is all about people. It is our people at the clients’ premises who create value every day for our clients’ personnel and visitors. This is why we give them all the training and technical resources they need to provide a perfect service. We teach them to be themselves with the client and to take the initiative wherever the situation warrants it: this is the Human Touch that makes the difference, for our customers and our employees.
",Yes
SN58,Jbc,jbc,Salesnav,,#N/A,#N/A,http://www.jbc.be,www.jbc.be,jbc,Retail Apparel and Fashion,"Fashion & Apparel Business, retail",954,201 to 500,"Houthalen, Flemish Region, Belgium",https://www.linkedin.com/company/724817,Privately Held,1975,https://media.licdn.com/dms/image/v2/C560BAQH-skygFinuOA/company-logo_400_400/company-logo_400_400/0/1631366948663?e=1733961600&v=beta&t=ArR-Jg0vWMJvoJ6QsYBFFRBWjrqKW4HnBwEe1g1hl0g,"JBC has been an established name in the fashion retail landscape for over 40 years. We want to be as close to our customers as possible, and our more than 145 stores across Belgium, Luxembourg and Germany - as well as several online stores - allow us to do just that.
                                                   
As a member of the Fair Wear Foundation we strive for better working conditions in the fashion industry by offering honest fashion at honest prices. We are also committed to providing sustainable clothing with respect for people and the environment, which will REALLY let you shine.
 
All employees at this top Belgian family business with its head office in Houthalen have at least one thing in common: passion. A passion to let our customers shine with their enthusiasm and our clothing!

Do you want to be a part of this enthusiastic team? Have a look at our career page for current job offers.",Yes
SN59,Katoen Natie,katoennatie,Salesnav,TriFinance,#N/A,>30 vacatures,http://www.katoennatie.com,www.katoennatie.com,katoennatie,"Transportation, Logistics, Supply Chain and Storage","Logistics, Storage, Packaging, Distribution, Warehousing, Value Added Services, Engineering, E-commerce, Stevedoring, Silocleaning, Petrochemicals, Specialty chemicals, chemicals, Liquids, Applied engineering, Food, Container repair, Container services, Art handling, Commodities, General cargo, Material Handling, Consumer goods, Automotive",4928,10001+,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/14216,Privately Held,?,https://media.licdn.com/dms/image/v2/C560BAQFG4JVCTx5Y1A/company-logo_400_400/company-logo_400_400/0/1631415147876/katoen_natie_logo?e=1733961600&v=beta&t=4TpKIgE97j8-XQQoWVRdHJzT_mfTpXKh8gBW40dCCRY,"Katoen Natie's mission is to create maximum added value by providing full service logistics and engineering solutions to a key number of customers all over the world. We develop and deliver smarter logistics and engineering solutions, tailored to each customer's specific situation. Our services range from offering warehousing solutions to designing, building and operating on-site and multi-customer platforms.

Our in-house knowledge in terms of logistics, engineering and IT makes us most creative, responsive and fast when it comes to our customers'? specific needs. To this end, we decentralized our activities. We organised our business units to serve specific industries, globally, be it with the assistance of local operations. This structure allows for flexible communication with our customers and fast decision-making by our managers.",Yes
SN60,Kinepolis,kinepolis,Salesnav,TriFinance,#N/A,#N/A,http://www.kinepolis.com,www.kinepolis.com,kinepolis,Entertainment,"entertainment, cinema, media, congress facilities, film distribution, screen advertising, real estate",995,1001 to 5000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/19052,Public Company,1997,https://media.licdn.com/dms/image/v2/C4E0BAQGu3Ty8PQwsRg/company-logo_400_400/company-logo_400_400/0/1631374180268/kinepolis_logo?e=1733961600&v=beta&t=hSlv0zElppp7zDbrSrOGOvwgf755z95J6tT341fdbRw,"Kinepolis Group NV was formed in 1997 as a result of the merger of two family-run cinema groups and was listed on the stock exchange in 1998. Kinepolis offers an innovative cinema concept which serves as a pioneering model within the industry. In addition to its cinema business, the Group is also active in film distribution, event organization, screen publicity and property management. 

In Europe, Kinepolis Group NV has 55 cinemas spread across Belgium, the Netherlands, France, Spain, Luxembourg, Switzerland and Poland. Since the acquisition of Canadian movie theatre group Landmark Cinemas (2017) and American movie theatre group MJR (2019), Kinepolis also operates 45 cinemas in Canada and 10 in the US.

In total, Kinepolis Group currently operates 110 cinemas worldwide, with a total of 1,074 screens and almost 200,000 seats. Kinepolis employs 4,600 people, all committed to giving millions of visitors an unforgettable movie experience. 

More information on www.kinepolis.com/corporate. 
",Yes
SN61,Kpmg Belgium,kpmg,Salesnav,,#N/A,consultancy,https://www.kpmg.com/be,www.kpmg.com,kpmg,Business Consulting and Services,"Audit, Tax, Legal & Accountants, Advisory, Technology Solutions, Digital Transformation",1592,1001 to 5000,"Zaventem, Flemish Region, Belgium",https://www.linkedin.com/company/295769,Privately Held,?,https://media.licdn.com/dms/image/v2/D4E0BAQEPlo-A9WC0vQ/company-logo_400_400/company-logo_400_400/0/1721045242592/kpmg_belgium_logo?e=1733961600&v=beta&t=hDeLYQlV7d1EUsKzWJ4PFWUCz75EIVZT1qHcqe-cq1k,"Uncovering a world of opportunity together.

Whether your objective is to speed up digitalization, manage risk, drive growth, optimize cost, or increase your competitive advantage to secure your organization’s future, we can help you uncover fresh insights and develop new opportunities for your organization.

Learn how to fully leverage data so that you can put it to work for your organization and discover how we can help your business stay relevant through Digital & Technology, Innovation, and Compliance.",Yes
SN62,La Lorraine Bakery Group Nv,lalorrainebakerygroup,Salesnav,,17,>30 vacatures,http://www.llbg.com,www.llbg.com,llbg,Food and Beverage Manufacturing,"Bakery, Own Store Concepts (Panos), Patisserie, bake-off, Milling",1271,5001 to 10000,"Ninove, Flemish Region, Belgium",https://www.linkedin.com/company/362756,Privately Held,1939,https://media.licdn.com/dms/image/v2/C4D0BAQHP9sh4FubeXw/company-logo_400_400/company-logo_400_400/0/1630567237619/la_lorraine_bakery_group_logo?e=1733961600&v=beta&t=9_4pceXMIXF9FchWI14wjY5pQIt8nP8Z6gMSOhiQsPA,"La Lorraine Bakery Group (LLBG) is a 100 % Belgian family-owned company active in the milling and baking sectors, with 18 production sites all over Europe. Every day, more than 5,000 enthusiastic employees produce and sell high quality bakery products to retailers, wholesalers and the foodservice industry in more than 35 countries.

Every day we get up to bake a better world together. We build wide access to more natural, tastier & fresher bakery products, contributing to a well-balanced daily nutrition and consumer delight. We do it sustainably while growing people to their full potential.

Find out more on our website www.llbg.com",Yes
SN63,Lidl Belgium & Luxemburg,lidl&luxemburg,Salesnav,TriFinance,#N/A,#N/A,http://www.werkenbijlidl.be,lidl,lidl,Retail,"Retail, Distribution",2612,10001+,"Merelbeke, Flemish Region, Belgium",https://www.linkedin.com/company/1405729,Privately Held,1995,https://media.licdn.com/dms/image/v2/C4E0BAQF3tagLosGQgw/company-logo_400_400/company-logo_400_400/0/1676636522300/lidl_belgium__luxemburg_gmbh_logo?e=1733961600&v=beta&t=AQj6ErOkIGUNkGEeGIJuHEfsYWIwCE3JgPHCnIpA6bs,"What makes the Lidl DNA? Those are our values of result-oriented, respect, trust, down-to-earth attitude and connectedness. At #teamlidl, we dream big, but always keep both feet on the ground. We treat each other as equals, believe in each other and value everyone's contribution. Together, we make up #TeamLidl. Our diversity is our strength! We know that we can only be successful together.",Yes
SN64,Lotus Bakeries,lotusbakeries,Salesnav,TriFinance,7,>30 vacatures,http://www.lotusbakeries.com,www.lotusbakeries.com,lotusbakeries,Food and Beverage Manufacturing,"Caramelised biscuits, Cake specialties and waffles, Gingerbread, Pepparkakor biscuits, Healthy snacks, Whole foods, Baby snacks and meals",1101,1001 to 5000,"Kaprijke, Flemish Region, Belgium",https://www.linkedin.com/company/44918,Privately Held,1932,https://media.licdn.com/dms/image/v2/C560BAQHc3OtokwUHeg/company-logo_400_400/company-logo_400_400/0/1630653342822/lotus_bakeries_logo?e=1733961600&v=beta&t=_KXGgw1dF8zepn-RwJf4h8RCjvJb--EI3YgCCT1TbvE,"Lotus Bakeries, founded in 1932, operates worldwide in the indulgent and natural snacking segment with brands including Lotus®, Biscoff®, nakd®, TREK®, BEAR®, Kiddylicious®, Peter’s Yard®, Dinosaurus®, Peijnenburg® and Annas®. Headquartered in Belgium, Lotus Bakeries is a dynamic and internationally oriented company with production facilities in Belgium, the Netherlands, France, Sweden, South Africa and the United States. A third production facility for Biscoff is currently under construction in Thailand and will be operational by 2026. It has 23 sales organizations in Europe, America, Asia and Australia. Lotus Bakeries also works with commercial partners in approximately fifty countries worldwide. Lotus Bakeries has around 3,000 employees and achieved a revenue of EUR 1,063.0 million in 2023. Lotus Bakeries is listed on Euronext Brussels and is part of the BEL20-Index. The majority of shares are owned by the Boone and Stevens family.",Yes
